Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
"Sun, Mar 13, 2016",8:00 pm,Box Score,Milwaukee Bucks,109.0,Brooklyn Nets,100.0,,
"Sun, Mar 13, 2016",3:30 pm,Box Score,Cleveland Cavaliers,114.0,Los Angeles Clippers,90.0,,
"Sun, Mar 13, 2016",9:30 pm,Box Score,New York Knicks,90.0,Los Angeles Lakers,87.0,,
"Sun, Mar 13, 2016",6:00 pm,Box Score,Utah Jazz,108.0,Sacramento Kings,99.0,,
"Mon, Mar 14, 2016",7:00 pm,Box Score,Dallas Mavericks,107.0,Charlotte Hornets,96.0,,
"Mon, Mar 14, 2016",10:30 pm,Box Score,New Orleans Pelicans,107.0,Golden State Warriors,125.0,,
"Mon, Mar 14, 2016",8:00 pm,Box Score,Memphis Grizzlies,81.0,Houston Rockets,130.0,,
"Mon, Mar 14, 2016",7:30 pm,Box Score,Denver Nuggets,119.0,Miami Heat,124.0,,
"Mon, Mar 14, 2016",8:00 pm,Box Score,Portland Trail Blazers,94.0,Oklahoma City Thunder,128.0,,
"Mon, Mar 14, 2016",10:00 pm,Box Score,Minnesota Timberwolves,104.0,Phoenix Suns,107.0,,
"Mon, Mar 14, 2016",7:30 pm,Box Score,Chicago Bulls,109.0,Toronto Raptors,107.0,,
"Mon, Mar 14, 2016",10:30 pm,Box Score,Cleveland Cavaliers,85.0,Utah Jazz,94.0,,
"Mon, Mar 14, 2016",8:00 pm,Box Score,Detroit Pistons,81.0,Washington Wizards,124.0,,
"Tue, Mar 15, 2016",7:30 pm,Box Score,Philadelphia 76ers,114.0,Brooklyn Nets,131.0,,
"Tue, Mar 15, 2016",7:00 pm,Box Score,Boston Celtics,98.0,Indiana Pacers,103.0,,
"Tue, Mar 15, 2016",10:30 pm,Box Score,Sacramento Kings,106.0,Los Angeles Lakers,98.0,,
"Tue, Mar 15, 2016",8:00 pm,Box Score,Toronto Raptors,107.0,Milwaukee Bucks,89.0,,
"Tue, Mar 15, 2016",7:00 pm,Box Score,Denver Nuggets,110.0,Orlando Magic,116.0,,
"Tue, Mar 15, 2016",8:30 pm,Box Score,Los Angeles Clippers,87.0,San Antonio Spurs,108.0,,
"Wed, Mar 16, 2016",7:00 pm,Box Score,Oklahoma City Thunder,130.0,Boston Celtics,109.0,,
"Wed, Mar 16, 2016",7:00 pm,Box Score,Orlando Magic,99.0,Charlotte Hornets,107.0,,
"Wed, Mar 16, 2016",7:00 pm,Box Score,Dallas Mavericks,98.0,Cleveland Cavaliers,99.0,,
"Wed, Mar 16, 2016",7:30 pm,Box Score,Atlanta Hawks,118.0,Detroit Pistons,114.0,,
"Wed, Mar 16, 2016",10:30 pm,Box Score,New York Knicks,85.0,Golden State Warriors,121.0,,
"Wed, Mar 16, 2016",9:30 pm,Box Score,Los Angeles Clippers,122.0,Houston Rockets,106.0,,
"Wed, Mar 16, 2016",8:00 pm,Box Score,Minnesota Timberwolves,114.0,Memphis Grizzlies,108.0,,
"Wed, Mar 16, 2016",10:00 pm,Box Score,New Orleans Pelicans,123.0,Sacramento Kings,108.0,,
"Wed, Mar 16, 2016",7:00 pm,Box Score,Chicago Bulls,96.0,Washington Wizards,117.0,,
"Thu, Mar 17, 2016",8:00 pm,Box Score,Denver Nuggets,98.0,Atlanta Hawks,116.0,,
"Thu, Mar 17, 2016",8:00 pm,Box Score,Brooklyn Nets,102.0,Chicago Bulls,118.0,,
"Thu, Mar 17, 2016",7:00 pm,Box Score,Toronto Raptors,101.0,Indiana Pacers,94.0,OT,
"Thu, Mar 17, 2016",7:30 pm,Box Score,Charlotte Hornets,109.0,Miami Heat,106.0,,
"Thu, Mar 17, 2016",8:00 pm,Box Score,Memphis Grizzlies,86.0,Milwaukee Bucks,96.0,,
"Thu, Mar 17, 2016",7:00 pm,Box Score,Washington Wizards,99.0,Philadelphia 76ers,94.0,,
"Thu, Mar 17, 2016",8:30 pm,Box Score,Portland Trail Blazers,110.0,San Antonio Spurs,118.0,,
"Thu, Mar 17, 2016",9:00 pm,Box Score,Phoenix Suns,69.0,Utah Jazz,103.0,,
"Fri, Mar 18, 2016",8:30 pm,Box Score,Golden State Warriors,130.0,Dallas Mavericks,112.0,,
"Fri, Mar 18, 2016",7:30 pm,Box Score,Sacramento Kings,108.0,Detroit Pistons,115.0,,
"Fri, Mar 18, 2016",8:00 pm,Box Score,Minnesota Timberwolves,111.0,Houston Rockets,116.0,,
"Fri, Mar 18, 2016",10:30 pm,Box Score,Phoenix Suns,95.0,Los Angeles Lakers,90.0,,
"Fri, Mar 18, 2016",8:00 pm,Box Score,Portland Trail Blazers,117.0,New Orleans Pelicans,112.0,,
"Fri, Mar 18, 2016",7:00 pm,Box Score,Cleveland Cavaliers,109.0,Orlando Magic,103.0,,
"Fri, Mar 18, 2016",7:00 pm,Box Score,Oklahoma City Thunder,111.0,Philadelphia 76ers,97.0,,
"Fri, Mar 18, 2016",7:30 pm,Box Score,Boston Celtics,91.0,Toronto Raptors,105.0,,
"Sat, Mar 19, 2016",7:30 pm,Box Score,Houston Rockets,97.0,Atlanta Hawks,109.0,,
"Sat, Mar 19, 2016",8:00 pm,Box Score,Utah Jazz,85.0,Chicago Bulls,92.0,,
"Sat, Mar 19, 2016",6:00 pm,Box Score,Denver Nuggets,101.0,Charlotte Hornets,93.0,,
"Sat, Mar 19, 2016",7:00 pm,Box Score,Brooklyn Nets,103.0,Detroit Pistons,115.0,,
"Sat, Mar 19, 2016",7:00 pm,Box Score,Oklahoma City Thunder,115.0,Indiana Pacers,111.0,,
"Sat, Mar 19, 2016",8:00 pm,Box Score,Los Angeles Clippers,102.0,Memphis Grizzlies,113.0,,
"Sat, Mar 19, 2016",7:30 pm,Box Score,Cleveland Cavaliers,101.0,Miami Heat,122.0,,
"Sat, Mar 19, 2016",8:30 pm,Box Score,Golden State Warriors,79.0,San Antonio Spurs,87.0,,
"Sat, Mar 19, 2016",7:00 pm,Box Score,New York Knicks,89.0,Washington Wizards,99.0,,
"Sun, Mar 20, 2016",4:00 pm,Box Score,Portland Trail Blazers,120.0,Dallas Mavericks,132.0,OT,
"Sun, Mar 20, 2016",7:00 pm,Box Score,Utah Jazz,94.0,Milwaukee Bucks,85.0,,
"Sun, Mar 20, 2016",6:00 pm,Box Score,Los Angeles Clippers,105.0,New Orleans Pelicans,109.0,,
"Sun, Mar 20, 2016",7:30 pm,Box Score,Sacramento Kings,88.0,New York Knicks,80.0,,
"Sun, Mar 20, 2016",6:00 pm,Box Score,Boston Celtics,120.0,Philadelphia 76ers,105.0,,
"Sun, Mar 20, 2016",4:30 pm,Box Score,Orlando Magic,100.0,Toronto Raptors,105.0,,
"Mon, Mar 21, 2016",8:00 pm,Box Score,Washington Wizards,117.0,Atlanta Hawks,102.0,,
"Mon, Mar 21, 2016",7:30 pm,Box Score,Orlando Magic,96.0,Boston Celtics,107.0,,
"Mon, Mar 21, 2016",8:00 pm,Box Score,Sacramento Kings,102.0,Chicago Bulls,109.0,,
"Mon, Mar 21, 2016",7:00 pm,Box Score,San Antonio Spurs,88.0,Charlotte Hornets,91.0,,
"Mon, Mar 21, 2016",7:00 pm,Box Score,Denver Nuggets,91.0,Cleveland Cavaliers,124.0,,
"Mon, Mar 21, 2016",7:30 pm,Box Score,Milwaukee Bucks,91.0,Detroit Pistons,92.0,,
"Mon, Mar 21, 2016",7:00 pm,Box Score,Philadelphia 76ers,75.0,Indiana Pacers,91.0,,
"Mon, Mar 21, 2016",8:00 pm,Box Score,Golden State Warriors,109.0,Minnesota Timberwolves,104.0,,
"Mon, Mar 21, 2016",10:00 pm,Box Score,Memphis Grizzlies,103.0,Phoenix Suns,97.0,,
"Tue, Mar 22, 2016",7:30 pm,Box Score,Charlotte Hornets,105.0,Brooklyn Nets,100.0,,
"Tue, Mar 22, 2016",10:30 pm,Box Score,Memphis Grizzlies,100.0,Los Angeles Lakers,107.0,,
"Tue, Mar 22, 2016",8:00 pm,Box Score,Miami Heat,113.0,New Orleans Pelicans,99.0,,
"Tue, Mar 22, 2016",8:00 pm,Box Score,Houston Rockets,107.0,Oklahoma City Thunder,111.0,,
"Wed, Mar 23, 2016",7:30 pm,Box Score,Toronto Raptors,79.0,Boston Celtics,91.0,,
"Wed, Mar 23, 2016",8:00 pm,Box Score,New York Knicks,115.0,Chicago Bulls,107.0,,
"Wed, Mar 23, 2016",7:00 pm,Box Score,Milwaukee Bucks,104.0,Cleveland Cavaliers,113.0,,
"Wed, Mar 23, 2016",9:00 pm,Box Score,Philadelphia 76ers,103.0,Denver Nuggets,104.0,,
"Wed, Mar 23, 2016",7:30 pm,Box Score,Orlando Magic,102.0,Detroit Pistons,118.0,,
"Wed, Mar 23, 2016",10:30 pm,Box Score,Los Angeles Clippers,98.0,Golden State Warriors,114.0,,
"Wed, Mar 23, 2016",8:00 pm,Box Score,Utah Jazz,89.0,Houston Rockets,87.0,,
"Wed, Mar 23, 2016",8:00 pm,Box Score,Sacramento Kings,104.0,Minnesota Timberwolves,113.0,,
"Wed, Mar 23, 2016",10:00 pm,Box Score,Los Angeles Lakers,107.0,Phoenix Suns,119.0,,
"Wed, Mar 23, 2016",10:00 pm,Box Score,Dallas Mavericks,103.0,Portland Trail Blazers,109.0,,
"Wed, Mar 23, 2016",8:30 pm,Box Score,Miami Heat,88.0,San Antonio Spurs,112.0,,
"Wed, Mar 23, 2016",7:00 pm,Box Score,Atlanta Hawks,122.0,Washington Wizards,101.0,,
"Thu, Mar 24, 2016",7:30 pm,Box Score,Cleveland Cavaliers,95.0,Brooklyn Nets,104.0,,
"Thu, Mar 24, 2016",7:00 pm,Box Score,New Orleans Pelicans,84.0,Indiana Pacers,92.0,,
"Thu, Mar 24, 2016",10:30 pm,Box Score,Portland Trail Blazers,94.0,Los Angeles Clippers,96.0,,
"Thu, Mar 24, 2016",7:30 pm,Box Score,Chicago Bulls,94.0,New York Knicks,106.0,,
"Thu, Mar 24, 2016",8:00 pm,Box Score,Utah Jazz,91.0,Oklahoma City Thunder,113.0,,
"Fri, Mar 25, 2016",8:00 pm,Box Score,Milwaukee Bucks,90.0,Atlanta Hawks,101.0,,
"Fri, Mar 25, 2016",7:30 pm,Box Score,Charlotte Hornets,105.0,Detroit Pistons,112.0,,
"Fri, Mar 25, 2016",10:30 pm,Box Score,Dallas Mavericks,120.0,Golden State Warriors,128.0,,
"Fri, Mar 25, 2016",8:00 pm,Box Score,Toronto Raptors,109.0,Houston Rockets,112.0,,
"Fri, Mar 25, 2016",10:30 pm,Box Score,Denver Nuggets,116.0,Los Angeles Lakers,105.0,,
"Fri, Mar 25, 2016",8:00 pm,Box Score,Orlando Magic,97.0,Miami Heat,108.0,,
"Fri, Mar 25, 2016",10:00 pm,Box Score,Phoenix Suns,94.0,Sacramento Kings,116.0,,
"Fri, Mar 25, 2016",8:30 pm,Box Score,Memphis Grizzlies,104.0,San Antonio Spurs,110.0,,
"Fri, Mar 25, 2016",7:00 pm,Box Score,Minnesota Timberwolves,132.0,Washington Wizards,129.0,2OT,
"Sat, Mar 26, 2016",6:00 pm,Box Score,Indiana Pacers,110.0,Brooklyn Nets,120.0,,
"Sat, Mar 26, 2016",7:30 pm,Box Score,Atlanta Hawks,112.0,Detroit Pistons,95.0,,
"Sat, Mar 26, 2016",8:30 pm,Box Score,Charlotte Hornets,115.0,Milwaukee Bucks,91.0,,
"Sat, Mar 26, 2016",8:00 pm,Box Score,Utah Jazz,93.0,Minnesota Timberwolves,84.0,,
"Sat, Mar 26, 2016",7:00 pm,Box Score,Toronto Raptors,115.0,New Orleans Pelicans,91.0,,
"Sat, Mar 26, 2016",7:30 pm,Box Score,Cleveland Cavaliers,107.0,New York Knicks,93.0,,
"Sat, Mar 26, 2016",8:00 pm,Box Score,San Antonio Spurs,92.0,Oklahoma City Thunder,111.0,,
"Sat, Mar 26, 2016",7:00 pm,Box Score,Chicago Bulls,89.0,Orlando Magic,111.0,,
"Sat, Mar 26, 2016",10:00 pm,Box Score,Boston Celtics,102.0,Phoenix Suns,99.0,,
"Sat, Mar 26, 2016",10:00 pm,Box Score,Philadelphia 76ers,105.0,Portland Trail Blazers,108.0,,
"Sun, Mar 27, 2016",8:00 pm,Box Score,Philadelphia 76ers,105.0,Golden State Warriors,117.0,,
"Sun, Mar 27, 2016",6:00 pm,Box Score,Houston Rockets,101.0,Indiana Pacers,104.0,,
"Sun, Mar 27, 2016",3:30 pm,Box Score,Denver Nuggets,90.0,Los Angeles Clippers,105.0,,
"Sun, Mar 27, 2016",9:30 pm,Box Score,Washington Wizards,101.0,Los Angeles Lakers,88.0,,
"Sun, Mar 27, 2016",6:00 pm,Box Score,Dallas Mavericks,111.0,Sacramento Kings,133.0,,
"Mon, Mar 28, 2016",8:00 pm,Box Score,Atlanta Hawks,102.0,Chicago Bulls,100.0,,
"Mon, Mar 28, 2016",9:00 pm,Box Score,Dallas Mavericks,97.0,Denver Nuggets,88.0,,
"Mon, Mar 28, 2016",10:30 pm,Box Score,Boston Celtics,90.0,Los Angeles Clippers,114.0,,
"Mon, Mar 28, 2016",8:00 pm,Box Score,San Antonio Spurs,101.0,Memphis Grizzlies,87.0,,
"Mon, Mar 28, 2016",7:30 pm,Box Score,Brooklyn Nets,99.0,Miami Heat,110.0,,
"Mon, Mar 28, 2016",8:00 pm,Box Score,Phoenix Suns,116.0,Minnesota Timberwolves,121.0,,
"Mon, Mar 28, 2016",8:00 pm,Box Score,New York Knicks,91.0,New Orleans Pelicans,99.0,,
"Mon, Mar 28, 2016",10:00 pm,Box Score,Sacramento Kings,93.0,Portland Trail Blazers,105.0,,
"Mon, Mar 28, 2016",7:30 pm,Box Score,Oklahoma City Thunder,119.0,Toronto Raptors,100.0,,
"Mon, Mar 28, 2016",9:00 pm,Box Score,Los Angeles Lakers,75.0,Utah Jazz,123.0,,
"Tue, Mar 29, 2016",8:00 pm,Box Score,Houston Rockets,106.0,Cleveland Cavaliers,100.0,,
"Tue, Mar 29, 2016",7:30 pm,Box Score,Oklahoma City Thunder,82.0,Detroit Pistons,88.0,,
"Tue, Mar 29, 2016",10:30 pm,Box Score,Washington Wizards,94.0,Golden State Warriors,102.0,,
"Tue, Mar 29, 2016",7:00 pm,Box Score,Chicago Bulls,98.0,Indiana Pacers,96.0,,
"Tue, Mar 29, 2016",7:00 pm,Box Score,Brooklyn Nets,105.0,Orlando Magic,139.0,,
"Tue, Mar 29, 2016",7:00 pm,Box Score,Charlotte Hornets,100.0,Philadelphia 76ers,85.0,,
"Wed, Mar 30, 2016",8:30 pm,Box Score,New York Knicks,89.0,Dallas Mavericks,91.0,,
"Wed, Mar 30, 2016",10:30 pm,Box Score,Miami Heat,100.0,Los Angeles Lakers,102.0,OT,
"Wed, Mar 30, 2016",8:00 pm,Box Score,Denver Nuggets,109.0,Memphis Grizzlies,105.0,,
"Wed, Mar 30, 2016",8:00 pm,Box Score,Phoenix Suns,94.0,Milwaukee Bucks,105.0,,
"Wed, Mar 30, 2016",8:00 pm,Box Score,Los Angeles Clippers,99.0,Minnesota Timberwolves,79.0,,
"Wed, Mar 30, 2016",10:00 pm,Box Score,Washington Wizards,111.0,Sacramento Kings,120.0,,
"Wed, Mar 30, 2016",8:30 pm,Box Score,New Orleans Pelicans,92.0,San Antonio Spurs,100.0,,
"Wed, Mar 30, 2016",7:30 pm,Box Score,Atlanta Hawks,97.0,Toronto Raptors,105.0,,
"Wed, Mar 30, 2016",9:00 pm,Box Score,Golden State Warriors,103.0,Utah Jazz,96.0,OT,
"Thu, Mar 31, 2016",7:00 pm,Box Score,Brooklyn Nets,87.0,Cleveland Cavaliers,107.0,,
"Thu, Mar 31, 2016",7:00 pm,Box Score,Chicago Bulls,103.0,Houston Rockets,100.0,,
"Thu, Mar 31, 2016",7:00 pm,Box Score,Orlando Magic,114.0,Indiana Pacers,94.0,,
"Thu, Mar 31, 2016",8:00 pm,Box Score,Denver Nuggets,95.0,New Orleans Pelicans,101.0,,
"Thu, Mar 31, 2016",9:30 pm,Box Score,Los Angeles Clippers,117.0,Oklahoma City Thunder,119.0,,
"Thu, Mar 31, 2016",10:00 pm,Box Score,Boston Celtics,109.0,Portland Trail Blazers,116.0,,
April,,,,,,,,
"Fri, Apr 1, 2016",8:00 pm,Box Score,Cleveland Cavaliers,110.0,Atlanta Hawks,108.0,OT,
"Fri, Apr 1, 2016",7:00 pm,Box Score,Philadelphia 76ers,91.0,Charlotte Hornets,100.0,,
"Fri, Apr 1, 2016",7:30 pm,Box Score,Dallas Mavericks,98.0,Detroit Pistons,89.0,,
"Fri, Apr 1, 2016",10:30 pm,Box Score,Boston Celtics,109.0,Golden State Warriors,106.0,,
"Fri, Apr 1, 2016",8:00 pm,Box Score,Toronto Raptors,99.0,Memphis Grizzlies,95.0,,
"Fri, Apr 1, 2016",8:00 pm,Box Score,Orlando Magic,110.0,Milwaukee Bucks,113.0,,
"Fri, Apr 1, 2016",7:30 pm,Box Score,Brooklyn Nets,91.0,New York Knicks,105.0,,
"Fri, Apr 1, 2016",10:30 pm,Box Score,Washington Wizards,106.0,Phoenix Suns,99.0,,
"Fri, Apr 1, 2016",10:00 pm,Box Score,Miami Heat,112.0,Sacramento Kings,106.0,,
"Fri, Apr 1, 2016",9:00 pm,Box Score,Minnesota Timberwolves,85.0,Utah Jazz,98.0,,
"Sat, Apr 2, 2016",8:00 pm,Box Score,Detroit Pistons,94.0,Chicago Bulls,90.0,,
"Sat, Apr 2, 2016",9:00 pm,Box Score,Sacramento Kings,115.0,Denver Nuggets,106.0,,
"Sat, Apr 2, 2016",7:30 pm,Box Score,Indiana Pacers,115.0,Philadelphia 76ers,102.0,,
"Sat, Apr 2, 2016",10:00 pm,Box Score,Miami Heat,93.0,Portland Trail Blazers,110.0,,
"Sat, Apr 2, 2016",8:30 pm,Box Score,Toronto Raptors,95.0,San Antonio Spurs,102.0,,
"Sun, Apr 3, 2016",1:00 pm,Box Score,New Orleans Pelicans,106.0,Brooklyn Nets,87.0,,
"Sun, Apr 3, 2016",3:30 pm,Box Score,Charlotte Hornets,103.0,Cleveland Cavaliers,112.0,,
"Sun, Apr 3, 2016",8:00 pm,Box Score,Portland Trail Blazers,111.0,Golden State Warriors,136.0,,
"Sun, Apr 3, 2016",3:30 pm,Box Score,Oklahoma City Thunder,110.0,Houston Rockets,118.0,,
"Sun, Apr 3, 2016",3:30 pm,Box Score,Washington Wizards,109.0,Los Angeles Clippers,114.0,,
"Sun, Apr 3, 2016",9:30 pm,Box Score,Boston Celtics,107.0,Los Angeles Lakers,100.0,,
"Sun, Apr 3, 2016",7:00 pm,Box Score,Chicago Bulls,102.0,Milwaukee Bucks,98.0,,
"Sun, Apr 3, 2016",3:30 pm,Box Score,Dallas Mavericks,88.0,Minnesota Timberwolves,78.0,,
"Sun, Apr 3, 2016",7:30 pm,Box Score,Indiana Pacers,92.0,New York Knicks,87.0,,
"Sun, Apr 3, 2016",6:00 pm,Box Score,Memphis Grizzlies,107.0,Orlando Magic,119.0,,
"Sun, Apr 3, 2016",6:00 pm,Box Score,Utah Jazz,101.0,Phoenix Suns,86.0,,
"Tue, Apr 5, 2016",8:00 pm,Box Score,Phoenix Suns,90.0,Atlanta Hawks,103.0,,
"Tue, Apr 5, 2016",9:00 pm,Box Score,Oklahoma City Thunder,124.0,Denver Nuggets,102.0,,
"Tue, Apr 5, 2016",10:30 pm,Box Score,Minnesota Timberwolves,124.0,Golden State Warriors,117.0,OT,
"Tue, Apr 5, 2016",10:30 pm,Box Score,Los Angeles Lakers,81.0,Los Angeles Clippers,103.0,,
"Tue, Apr 5, 2016",8:00 pm,Box Score,Chicago Bulls,92.0,Memphis Grizzlies,108.0,,
"Tue, Apr 5, 2016",8:00 pm,Box Score,Detroit Pistons,89.0,Miami Heat,107.0,,
"Tue, Apr 5, 2016",8:00 pm,Box Score,Cleveland Cavaliers,109.0,Milwaukee Bucks,80.0,,
"Tue, Apr 5, 2016",7:00 pm,Box Score,New Orleans Pelicans,93.0,Philadelphia 76ers,107.0,,
"Tue, Apr 5, 2016",10:00 pm,Box Score,Portland Trail Blazers,115.0,Sacramento Kings,107.0,,
"Tue, Apr 5, 2016",7:30 pm,Box Score,Charlotte Hornets,90.0,Toronto Raptors,96.0,,
"Tue, Apr 5, 2016",9:00 pm,Box Score,San Antonio Spurs,88.0,Utah Jazz,86.0,,
"Wed, Apr 6, 2016",7:30 pm,Box Score,New Orleans Pelicans,97.0,Boston Celtics,104.0,,
"Wed, Apr 6, 2016",9:30 pm,Box Score,Houston Rockets,86.0,Dallas Mavericks,88.0,,
"Wed, Apr 6, 2016",7:00 pm,Box Score,Cleveland Cavaliers,109.0,Indiana Pacers,123.0,,
"Wed, Apr 6, 2016",10:30 pm,Box Score,Los Angeles Clippers,91.0,Los Angeles Lakers,81.0,,
"Wed, Apr 6, 2016",7:30 pm,Box Score,Charlotte Hornets,111.0,New York Knicks,97.0,,
"Wed, Apr 6, 2016",7:00 pm,Box Score,Detroit Pistons,108.0,Orlando Magic,104.0,,
"Wed, Apr 6, 2016",10:00 pm,Box Score,Oklahoma City Thunder,115.0,Portland Trail Blazers,120.0,,
"Wed, Apr 6, 2016",7:00 pm,Box Score,Brooklyn Nets,103.0,Washington Wizards,121.0,,
"Thu, Apr 7, 2016",8:00 pm,Box Score,Toronto Raptors,87.0,Atlanta Hawks,95.0,,
"Thu, Apr 7, 2016",10:30 pm,Box Score,San Antonio Spurs,101.0,Golden State Warriors,112.0,,
"Thu, Apr 7, 2016",8:00 pm,Box Score,Phoenix Suns,124.0,Houston Rockets,115.0,,
"Thu, Apr 7, 2016",8:00 pm,Box Score,Chicago Bulls,98.0,Miami Heat,106.0,,
"Thu, Apr 7, 2016",10:00 pm,Box Score,Minnesota Timberwolves,105.0,Sacramento Kings,97.0,,
"Fri, Apr 8, 2016",7:30 pm,Box Score,Milwaukee Bucks,109.0,Boston Celtics,124.0,,
"Fri, Apr 8, 2016",7:00 pm,Box Score,Brooklyn Nets,99.0,Charlotte Hornets,113.0,,
"Fri, Apr 8, 2016",8:30 pm,Box Score,Memphis Grizzlies,93.0,Dallas Mavericks,103.0,,
"Fri, Apr 8, 2016",9:00 pm,Box Score,San Antonio Spurs,98.0,Denver Nuggets,102.0,,
"Fri, Apr 8, 2016",7:30 pm,Box Score,Washington Wizards,99.0,Detroit Pistons,112.0,,
"Fri, Apr 8, 2016",8:00 pm,Box Score,Los Angeles Lakers,102.0,New Orleans Pelicans,110.0,,
"Fri, Apr 8, 2016",7:00 pm,Box Score,Miami Heat,109.0,Orlando Magic,112.0,,
"Fri, Apr 8, 2016",7:00 pm,Box Score,New York Knicks,109.0,Philadelphia 76ers,102.0,,
"Fri, Apr 8, 2016",7:30 pm,Box Score,Indiana Pacers,98.0,Toronto Raptors,111.0,,
"Fri, Apr 8, 2016",9:00 pm,Box Score,Los Angeles Clippers,102.0,Utah Jazz,99.0,OT,
"Sat, Apr 9, 2016",7:30 pm,Box Score,Boston Celtics,107.0,Atlanta Hawks,118.0,,
"Sat, Apr 9, 2016",8:30 pm,Box Score,Cleveland Cavaliers,102.0,Chicago Bulls,105.0,,
"Sat, Apr 9, 2016",8:00 pm,Box Score,Golden State Warriors,100.0,Memphis Grizzlies,99.0,,
"Sat, Apr 9, 2016",7:00 pm,Box Score,Phoenix Suns,121.0,New Orleans Pelicans,100.0,,
"Sat, Apr 9, 2016",10:30 pm,Box Score,Minnesota Timberwolves,106.0,Portland Trail Blazers,105.0,,
"Sat, Apr 9, 2016",10:30 pm,Box Score,Oklahoma City Thunder,112.0,Sacramento Kings,114.0,,
"Sun, Apr 10, 2016",5:00 pm,Box Score,Utah Jazz,100.0,Denver Nuggets,84.0,,
"Sun, Apr 10, 2016",3:30 pm,Box Score,Los Angeles Lakers,110.0,Houston Rockets,130.0,,
"Sun, Apr 10, 2016",6:00 pm,Box Score,Brooklyn Nets,105.0,Indiana Pacers,129.0,,
"Sun, Apr 10, 2016",3:30 pm,Box Score,Dallas Mavericks,91.0,Los Angeles Clippers,98.0,,
"Sun, Apr 10, 2016",6:00 pm,Box Score,Orlando Magic,96.0,Miami Heat,118.0,,
"Sun, Apr 10, 2016",7:30 pm,Box Score,Toronto Raptors,93.0,New York Knicks,89.0,,
"Sun, Apr 10, 2016",5:00 pm,Box Score,Milwaukee Bucks,109.0,Philadelphia 76ers,108.0,OT,
"Sun, Apr 10, 2016",7:00 pm,Box Score,Golden State Warriors,92.0,San Antonio Spurs,86.0,,
"Sun, Apr 10, 2016",12:00 pm,Box Score,Charlotte Hornets,98.0,Washington Wizards,113.0,,
"Mon, Apr 11, 2016",7:30 pm,Box Score,Charlotte Hornets,114.0,Boston Celtics,100.0,,
"Mon, Apr 11, 2016",7:30 pm,Box Score,Washington Wizards,120.0,Brooklyn Nets,111.0,,
"Mon, Apr 11, 2016",7:00 pm,Box Score,Atlanta Hawks,94.0,Cleveland Cavaliers,109.0,,
"Mon, Apr 11, 2016",8:00 pm,Box Score,Houston Rockets,129.0,Minnesota Timberwolves,105.0,,
"Mon, Apr 11, 2016",8:00 pm,Box Score,Chicago Bulls,121.0,New Orleans Pelicans,116.0,,
"Mon, Apr 11, 2016",8:00 pm,Box Score,Los Angeles Lakers,79.0,Oklahoma City Thunder,112.0,,
"Mon, Apr 11, 2016",7:00 pm,Box Score,Milwaukee Bucks,98.0,Orlando Magic,107.0,,
"Mon, Apr 11, 2016",10:00 pm,Box Score,Sacramento Kings,105.0,Phoenix Suns,101.0,,
"Mon, Apr 11, 2016",9:00 pm,Box Score,Dallas Mavericks,101.0,Utah Jazz,92.0,,
"Tue, Apr 12, 2016",7:30 pm,Box Score,Miami Heat,99.0,Detroit Pistons,93.0,,
"Tue, Apr 12, 2016",7:00 pm,Box Score,New York Knicks,90.0,Indiana Pacers,102.0,,
"Tue, Apr 12, 2016",10:30 pm,Box Score,Memphis Grizzlies,84.0,Los Angeles Clippers,110.0,,
"Tue, Apr 12, 2016",8:00 pm,Box Score,Oklahoma City Thunder,98.0,San Antonio Spurs,102.0,OT,
"Tue, Apr 12, 2016",7:30 pm,Box Score,Philadelphia 76ers,98.0,Toronto Raptors,122.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,Miami Heat,88.0,Boston Celtics,98.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,Toronto Raptors,103.0,Brooklyn Nets,96.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,Philadelphia 76ers,105.0,Chicago Bulls,115.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,Orlando Magic,103.0,Charlotte Hornets,117.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,Detroit Pistons,112.0,Cleveland Cavaliers,110.0,OT,
"Wed, Apr 13, 2016",8:00 pm,Box Score,San Antonio Spurs,96.0,Dallas Mavericks,91.0,,
"Wed, Apr 13, 2016",10:30 pm,Box Score,Memphis Grizzlies,104.0,Golden State Warriors,125.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,Sacramento Kings,81.0,Houston Rockets,116.0,,
"Wed, Apr 13, 2016",10:30 pm,Box Score,Utah Jazz,96.0,Los Angeles Lakers,101.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,Indiana Pacers,97.0,Milwaukee Bucks,92.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,New Orleans Pelicans,109.0,Minnesota Timberwolves,144.0,,
"Wed, Apr 13, 2016",10:30 pm,Box Score,Los Angeles Clippers,105.0,Phoenix Suns,114.0,,
"Wed, Apr 13, 2016",10:30 pm,Box Score,Denver Nuggets,99.0,Portland Trail Blazers,107.0,,
"Wed, Apr 13, 2016",8:00 pm,Box Score,Atlanta Hawks,98.0,Washington Wizards,109.0,,
